fullName,CarID,location,price
Inga Ferro,13.0,Abila Zacharo,134.06
Inga Ferro,13.0,Albert's Fine Clothing,91.71
Inga Ferro,13.0,Brew've Been Served,96.25
Inga Ferro,13.0,Gelatogalore,214.12
Inga Ferro,13.0,General Grocer,126.2
Inga Ferro,13.0,Guy's Gyros,145.85
Inga Ferro,13.0,Kalami Kafenion,23.86
Inga Ferro,13.0,Katerinas Café,94.89
Inga Ferro,13.0,Ouzeri Elian,24.72
Inga Ferro,13.0,Shoppers' Delight,483.9
Ingrid Barranco,4.0,Abila Zacharo,106.31
Ingrid Barranco,4.0,Albert's Fine Clothing,288.0
Ingrid Barranco,4.0,Brewed Awakenings,111.1
Ingrid Barranco,4.0,Desafio Golf Course,366.49
Ingrid Barranco,4.0,Frydos Autosupply n' More,52.73
Ingrid Barranco,4.0,Guy's Gyros,8.64
Ingrid Barranco,4.0,Hippokampos,378.8
Ingrid Barranco,4.0,Katerinas Café,158.94
Ingrid Barranco,4.0,Kronos Mart,203.91
Ingrid Barranco,4.0,Ouzeri Elian,26.09
Ingrid Barranco,4.0,Roberts and Sons,125.35
Irene Nant,0.0,Carlyle Chemical Inc.,5716.34
Irene Nant,0.0,Kronos Pipe and Irrigation,10523.57
Irene Nant,0.0,Maximum Iron and Steel,12658.68
Isak Baza,5.0,Abila Zacharo,195.57999999999998
Isak Baza,5.0,Gelatogalore,8.6
Isak Baza,5.0,Hippokampos,49.17
Isak Baza,5.0,Jack's Magical Beans,110.62
Isak Baza,5.0,Katerinas Café,53.239999999999995
Isak Baza,5.0,Kronos Mart,58.85
Isak Baza,5.0,Ouzeri Elian,504.48
Isande Borrasca,7.0,Abila Zacharo,115.13000000000001
Isande Borrasca,7.0,Albert's Fine Clothing,254.29
Isande Borrasca,7.0,Brewed Awakenings,371.67
Isande Borrasca,7.0,Chostus Hotel,574.08
Isande Borrasca,7.0,Frydos Autosupply n' More,18.91
Isande Borrasca,7.0,Gelatogalore,56.74
Isande Borrasca,7.0,Guy's Gyros,27.49
Isande Borrasca,7.0,Hippokampos,246.20999999999995
Isande Borrasca,7.0,Kalami Kafenion,54.36
Isande Borrasca,7.0,Katerinas Café,57.36
Isande Borrasca,7.0,Ouzeri Elian,38.9
Isia Vann,16.0,Abila Zacharo,171.72
Isia Vann,16.0,Brew've Been Served,206.12000000000003
Isia Vann,16.0,Frydos Autosupply n' More,260.08
Isia Vann,16.0,Guy's Gyros,454.5199999999999
Isia Vann,16.0,Hippokampos,78.08
Isia Vann,16.0,Kalami Kafenion,31.96
Isia Vann,16.0,Katerinas Café,100.63
Isia Vann,16.0,Roberts and Sons,481.86
Isia Vann,16.0,Shoppers' Delight,293.67
Kanon Herrero,22.0,Abila Zacharo,227.74
Kanon Herrero,22.0,Ahaggo Museum,55.55
Kanon Herrero,22.0,Brew've Been Served,147.32
Kanon Herrero,22.0,Gelatogalore,106.65
Kanon Herrero,22.0,Guy's Gyros,207.45
Kanon Herrero,22.0,Hippokampos,101.52000000000001
Kanon Herrero,22.0,Kalami Kafenion,95.25
Kanon Herrero,22.0,Katerinas Café,55.6
Kanon Herrero,22.0,Ouzeri Elian,62.2
Kanon Herrero,22.0,Shoppers' Delight,392.39
Kare Orilla,27.0,Abila Zacharo,40.650000000000006
Kare Orilla,27.0,Gelatogalore,57.95
Kare Orilla,27.0,Hallowed Grounds,223.93000000000004
Kare Orilla,27.0,Hippokampos,76.11
Kare Orilla,27.0,Kalami Kafenion,73.34
Kare Orilla,27.0,Katerinas Café,281.65
Lars Azada,2.0,Abila Zacharo,27.93
Lars Azada,2.0,Bean There Done That,162.07
Lars Azada,2.0,Gelatogalore,63.08
Lars Azada,2.0,Guy's Gyros,117.99
Lars Azada,2.0,Hippokampos,495.3399999999999
Lars Azada,2.0,Kronos Mart,286.24
Lars Azada,2.0,Ouzeri Elian,14.01
Lidelse Dedos,14.0,Abila Zacharo,28.950000000000003
Lidelse Dedos,14.0,Bean There Done That,10.37
Lidelse Dedos,14.0,Frydos Autosupply n' More,433.57000000000005
Lidelse Dedos,14.0,Gelatogalore,104.16999999999999
Lidelse Dedos,14.0,Guy's Gyros,59.61
Lidelse Dedos,14.0,Hallowed Grounds,95.65
Lidelse Dedos,14.0,Hippokampos,12.57
Lidelse Dedos,14.0,Kalami Kafenion,46.19
Lidelse Dedos,14.0,Katerinas Café,359.16
Linnea Bergen,6.0,Abila Zacharo,50.47
Linnea Bergen,6.0,Coffee Cameleon,116.77
Linnea Bergen,6.0,Gelatogalore,46.78
Linnea Bergen,6.0,Guy's Gyros,39.269999999999996
Linnea Bergen,6.0,Hippokampos,104.85999999999999
Linnea Bergen,6.0,Kalami Kafenion,140.78
Linnea Bergen,6.0,Katerinas Café,127.05
Linnea Bergen,6.0,Octavio's Office Supplies,64.51
Linnea Bergen,6.0,Ouzeri Elian,8.93
Linnea Bergen,6.0,Roberts and Sons,62.47
Loreto Bodrogi,15.0,Abila Zacharo,116.32
Loreto Bodrogi,15.0,Brew've Been Served,96.55000000000001
Loreto Bodrogi,15.0,Brewed Awakenings,64.84
Loreto Bodrogi,15.0,Frank's Fuel,65.34
Loreto Bodrogi,15.0,Frydos Autosupply n' More,459.31
Loreto Bodrogi,15.0,Gelatogalore,49.95
Loreto Bodrogi,15.0,Guy's Gyros,378.69000000000005
Loreto Bodrogi,15.0,Hippokampos,70.75999999999999
Loreto Bodrogi,15.0,Jack's Magical Beans,6.0
Loreto Bodrogi,15.0,Katerinas Café,59.55
Loreto Bodrogi,15.0,Ouzeri Elian,47.71
Loreto Bodrogi,15.0,Shoppers' Delight,216.43
Lucas Alcazar,1.0,Abila Zacharo,106.0
Lucas Alcazar,1.0,Albert's Fine Clothing,276.9
Lucas Alcazar,1.0,Daily Dealz,2.01
Lucas Alcazar,1.0,Frydos Autosupply n' More,10000.0
Lucas Alcazar,1.0,Gelatogalore,21.52
Lucas Alcazar,1.0,Guy's Gyros,10.27
Lucas Alcazar,1.0,Hallowed Grounds,161.39000000000001
Lucas Alcazar,1.0,Hippokampos,246.14999999999998
Lucas Alcazar,1.0,Kronos Mart,194.51
Lucas Alcazar,1.0,Ouzeri Elian,230.32000000000002
Lucas Alcazar,1.0,Shoppers' Delight,149.2
Lucas Alcazar,1.0,U-Pump,55.25
Marin Onda,26.0,Abila Zacharo,101.78999999999999
Marin Onda,26.0,Frydos Autosupply n' More,314.98
Marin Onda,26.0,Gelatogalore,88.94
Marin Onda,26.0,Guy's Gyros,11.22
Marin Onda,26.0,Hallowed Grounds,80.94
Marin Onda,26.0,Hippokampos,21.91
Marin Onda,26.0,Katerinas Café,403.90999999999997
Marin Onda,26.0,Ouzeri Elian,80.63999999999999
Marin Onda,26.0,Roberts and Sons,256.24
Marin Onda,26.0,Shoppers' Delight,135.78
Minke Mies,24.0,Abila Zacharo,24.87
Minke Mies,24.0,Albert's Fine Clothing,333.23
Minke Mies,24.0,Brew've Been Served,126.92
Minke Mies,24.0,Coffee Cameleon,14.99
Minke Mies,24.0,Frydos Autosupply n' More,42.72
Minke Mies,24.0,Gelatogalore,10.62
Minke Mies,24.0,General Grocer,227.28
Minke Mies,24.0,Guy's Gyros,190.51
Minke Mies,24.0,Hippokampos,304.48
Minke Mies,24.0,Kalami Kafenion,46.61
Minke Mies,24.0,Katerinas Café,106.59
Minke Mies,24.0,Roberts and Sons,155.76
Nils Calixto,8.0,Abila Zacharo,31.0
Nils Calixto,8.0,Frydos Autosupply n' More,98.39
Nils Calixto,8.0,Gelatogalore,57.93
Nils Calixto,8.0,Guy's Gyros,53.3
Nils Calixto,8.0,Hallowed Grounds,200.72
Nils Calixto,8.0,Hippokampos,107.35
Nils Calixto,8.0,Katerinas Café,451.65999999999997
Orhan Strum,32.0,Abila Zacharo,111.93
Orhan Strum,32.0,Albert's Fine Clothing,331.82
Orhan Strum,32.0,Desafio Golf Course,150.07
Orhan Strum,32.0,Gelatogalore,48.67
Orhan Strum,32.0,Guy's Gyros,66.00999999999999
Orhan Strum,32.0,Hippokampos,336.0999999999999
Orhan Strum,32.0,Jack's Magical Beans,282.79
Orhan Strum,32.0,Kalami Kafenion,22.39
Orhan Strum,32.0,Katerinas Café,100.19
Orhan Strum,32.0,Kronos Mart,277.26
Orhan Strum,32.0,Ouzeri Elian,226.95
Orhan Strum,32.0,Shoppers' Delight,258.33
Sten Sanjorge Jr.,31.0,Abila Zacharo,15.95
Sten Sanjorge Jr.,31.0,Chostus Hotel,600.0
Sten Sanjorge Jr.,31.0,Desafio Golf Course,148.22
Sten Sanjorge Jr.,31.0,Guy's Gyros,25.79
Sten Sanjorge Jr.,31.0,Hallowed Grounds,9.72
Stenig Fusil,20.0,Abila Zacharo,88.36
Stenig Fusil,20.0,Brew've Been Served,108.22
Stenig Fusil,20.0,Coffee Cameleon,9.16
Stenig Fusil,20.0,Guy's Gyros,561.9200000000001
Stenig Fusil,20.0,Hippokampos,15.77
Stenig Fusil,20.0,Kalami Kafenion,14.77
Stenig Fusil,20.0,Kronos Mart,159.06
Stenig Fusil,20.0,Octavio's Office Supplies,131.73
Stenig Fusil,20.0,Ouzeri Elian,42.959999999999994
Sven Flecha,17.0,Abila Zacharo,20.44
Sven Flecha,17.0,Ahaggo Museum,120.2
Sven Flecha,17.0,Brew've Been Served,181.33999999999997
Sven Flecha,17.0,Frydos Autosupply n' More,237.08
Sven Flecha,17.0,Gelatogalore,27.26
Sven Flecha,17.0,Guy's Gyros,448.60999999999996
Sven Flecha,17.0,Hippokampos,91.97
Sven Flecha,17.0,Kalami Kafenion,27.0
Sven Flecha,17.0,Ouzeri Elian,45.32
Sven Flecha,17.0,Shoppers' Delight,366.03999999999996
Valeria Morlun,0.0,Carlyle Chemical Inc.,32144.880000000005
Valeria Morlun,0.0,Katerinas Café,198.81
Valeria Morlun,0.0,Nationwide Refinery,10170.56
Varja Lagos,23.0,Abila Zacharo,8.16
Varja Lagos,23.0,Albert's Fine Clothing,50.77
Varja Lagos,23.0,Brew've Been Served,398.54
Varja Lagos,23.0,Frydos Autosupply n' More,194.11
Varja Lagos,23.0,Gelatogalore,119.75
Varja Lagos,23.0,Guy's Gyros,416.99000000000007
Varja Lagos,23.0,Kalami Kafenion,105.78999999999999
Varja Lagos,23.0,Katerinas Café,176.38000000000002
Varja Lagos,23.0,Kronos Mart,87.66
Varja Lagos,23.0,Ouzeri Elian,143.87
Varja Lagos,23.0,U-Pump,59.51
Vira Frente,19.0,Albert's Fine Clothing,470.15
Vira Frente,19.0,Bean There Done That,122.71999999999998
Vira Frente,19.0,Gelatogalore,22.36
Vira Frente,19.0,General Grocer,70.22
Vira Frente,19.0,Hippokampos,509.46999999999997
Vira Frente,19.0,Kalami Kafenion,158.62
Vira Frente,19.0,Katerinas Café,121.78999999999999
Vira Frente,19.0,Ouzeri Elian,118.81
Willem Vasco-Pais,35.0,Abila Zacharo,45.45
Willem Vasco-Pais,35.0,Desafio Golf Course,239.35000000000002
Willem Vasco-Pais,35.0,Frydos Autosupply n' More,120.67
Willem Vasco-Pais,35.0,Gelatogalore,70.09
Willem Vasco-Pais,35.0,Guy's Gyros,128.92000000000002
Willem Vasco-Pais,35.0,Hippokampos,459.06
Willem Vasco-Pais,35.0,Jack's Magical Beans,208.85
Willem Vasco-Pais,35.0,Kalami Kafenion,144.23
